My_Labels,Title ,Base_Reviews,,,
anger,Waste of money....,Bad game. Need to spend a lot of money to enjoy for a very short period of time.,,,
fear,Beware,This is just another MZ game. MZ changed they're name and if you know Game of War then you know why.,,,
sadness,Richy,"It doesn't even show you anything when you fight, not working app",,,
fear,Lots of improvement needed,"it's too difficult to use, lots of settings to get it to work, hard to understand.  Needs to be more user friendly",,,
fear,well not  worth the download,It's worth not to  download because dont easy to use.All you have to do is download the app into your phone and then download the app and to your smart TV or computer. And then you can broadcast your videos through your phone to your smart TV or computer using the same Wi-Fi network,,,
disgust,Cranky App,"I disliked everything about it.  It was lag horrible, screens would pop up in the middle of viewing, telling me to close the ad window.  I removed it from the cloud and it popped up in the middle of me watching TV.  Couldnt get rid of it fast enough.",,,
fear,App is not user friendly,There are no clear and concise information on how to actually use the app. I made sure I was on the same network and that both devices had this downloaded but no matter what I tried to do it would not work. Such a terrible app and it needs work done to it. DOWNLOAD AT OWN RISK,,,
sadness,Please help. Doesnt work but Im paying,I pay a monthly subscription to avoid the commercials. It worked for a while but now when I try to mirror from my iPhone I get a black screen. What is the issue? There is no customer support to contact. Will someone please reach out to me on this.-9/19: Still waiting for someone to contact me still not working. Still being charged,,,
disgust,Monthly subscription fee,The product worked as expected but I didn't like the idea of a monthly subscription fee. A small one time fee would have been adequate but it was not worth a monthly fee.,,,
sadness,"Waste of time, money?","""Free"" version didn't work at all. Got error saying that ads would not play, purchase paid version. So I purchased the paid version, which started with a 2-week ""free trial"" that automatically turns into a 12.95/yr paid full version. It showed up as purchased on Amazon digital subscriptions, but still won't work. Gives the same error: ads can't play, purchase the paid version or enable ads. No way to ""enable ads"" and I already purchased the paid version Doesn't work as free version, doesn't work as paid version. Don't waste your time. I just hope the app hasn't stolen my Amazon, HBO Max, and other logins... I'm not xenophobic, but I'm also concerned about the developer being identified only in Chinese characters since the PRC govt is autocratic and a well-known govt-sponsored worldwide hacker.",,,
fear,Waste my day dont wast yours pays,Spent most of the time trying to make laptop work even between videos. Ir aort of worked. But had to trick it into working just right. That sorta wprked first time. After that forget it now I can even get me laptop to find mrmy firestick at all,,,
fear,Screencast Android to FireTV,"Got it to cast my Samsung S8 phone screen using Firefox browser to LG TV using Amazon FireStick.  Found I also had to install Google Home app on phone and start it, start Firestick app, choose the cast connection on app.  It works, just not sure how much I trust that my data is safe and not being spied on via Chinese developed app (Chongqing Ioni Technology Co., Ltd.)  The last time I used it, lots of skips in the Vimeo video, maybe slow internet, or something else? but i am afraid of it",,,
sadness,Not worth it. Doesnt work. Requires subscription. Sucks.,First the more important part: it does not work.Also: it requires at 12.99 a year auto-renewing subscription.No bueno.,,,
sadness,Does not work,It keeps logging off during the program. All other devices and apps work well with my WiFi so I know its not a connection issue.,,,
fear,Don't waste your time downloading,Terrible video and audio quality. It was so choppy and hard to make out what was on the screen.,,,
fear,Not what you hope for,"Nope, halfway through a movie is popped up an additional and I could not close it, stuck in a loop, could not watch the end of the film.",,,
sadness,Does the job,"This does the job enabling screen mirroring from my iPhone or iPad onto a fire TV stick.  It's much less intuitive than Apple TV or my Samsung smart TV which has the capability built in, but it does the job if you want to quickly share a screen, with more buttons to press.  It doesn't just work like Apple systems..  But it's free so I can't complain.",,,
fear,Useless,"Installed this but instead of casting it just threw up a Gumtree advert that couldn't be clicked through cancelled, the only way out was to click Home, go to Settings -> Apps and force-stop the app. Of course if you're on that page you may as well delete the app while you're at it and claw back 132MB of storage space.",,,
